"Mention ID","Original Mention Index","Corrected Mention Index","Original Mention Text","Corrected Mention Text"
"s09e11c02t|6","[1, 2]","()","بابا",""
"s09e11c02t|11","()","[3, 4]","","امیدوارم"
"s09e11c02t|18","()","[9, 10]","","بودی"
"s09e11c02t|24","[3, 5]","[4, 5]","یه دوراهی","دوراهی"
"s09e11c02t|28","()","[12, 13]","","میخواستی"
"s09e11c02t|32","[2, 12]","[10, 12]","شب هم از تاریکی ترسیده بودی و منو واسه نورم","واسه نورم"
"s09e11c02t|33","()","[13, 14]","","چی"
"s09e11c02t|37","()","[1, 2]","","دوستام"
"s09e11c02t|47","()","[11, 12]","","تولدش"
"s09e11c02t|50","()","[6, 7]","","میتونم"
"s09e11c02t|57","[3, 8]","[2, 8]","نگهبانان صلح و عدالت کهکشان","جدای نگهبانان صلح و عدالت کهکشان"
"s09e11c02t|59","()","[2, 3]","","جدای"
"s09e11c02t|66","()","[3, 4]","","اونا"
"s09e11c02t|73","()","[4, 5]","","دوستام"
"s09e11c02t|78","()","[3, 4]","","تو"
"s09e11c02t|96","[3, 4]","[4, 5]","که","میخواد"
"s09e11c02t|105","()","[3, 4]","","میتونی"
"s09e11c02t|117","()","[18, 19]","","بتونی"
"s09e11c02t|120","()","[18, 19]","","بتونی"
"s09e11c02t|124","()","[23, 24]","","کنارش"
"s09e11c02t|130","()","[0, 1]","","نمیدونم"
"s09e11c02t|132","()","[9, 10]","","بپوشم"
"s09e11c03t|3","()","[0, 1]","","میخواستم"
"s09e11c03t|5","()","[1, 2]","","بدونی"
"s09e11c03t|27","()","[22, 23]","","قانعم"
"s09e11c03t|29","()","[28, 29]","","باشم"
"s09e11c03t|37","[1, 2]","[2, 3]","بری","بخوابت"
"s09e11c03t|50","()","[1, 2]","","وقته"
"s09e11c04t|9","[4, 5]","[4, 6]","فیلم","فیلم رو"
"s09e11c04t|12","()","[2, 3]","","میتونیم"
"s09e11c04t|17","[9, 10]","[9, 11]","فیلم","فیلم رو"
"s09e11c04t|19","()","[3, 4]","","بریم"
"s09e11c04t|26","()","[1, 2]","","نمیتونم"
"s09e11c04t|30","[4, 7]","[4, 8]","مقدمات تولدت ایمی","مقدمات تولدت ایمی رو"
"s09e11c04t|33","[11, 12]","[10, 11]","باعث","که"
"s09e11c04t|36","[14, 15]","[12, 15]","کارو","شد این کارو"
"s09e11c04t|45","()","[23, 24]","","بگم"
"s09e11c04t|49","()","[24, 25]","","ارزشش"
"s09e11c04t|50","[17, 21]","[17, 21]","بلیت جنگ ستارگان منه","بلیت جنگ ستارگان منه"
"s09e11c04t|52","()","[28, 29]","","قیمت"
"s09e11c04t|56","()","[31, 32]","","مطمئنم"
"s09e11c04t|58","()","[32, 33]","","میدید"
"s09e11c04t|63","[34, 37]","[34, 39]","کسی که ارزشش","کسی که ارزشش رو داره"
"s09e11c05t|19","()","[3, 4]","","بخوام"
"s09e11c05t|21","[5, 7]","[4, 7]","دخترای بدجنس","فیلم دخترای بدجنس"
"s09e11c05t|27","()","[0, 1]","","متاسفیم"
"s09e11c05t|33","()","[3, 4]","","میدونید"
"s09e11c05t|41","()","[11, 12]","","میخوام"
"s09e11c05t|46","[12, 18]","[12, 22]","ازتون برای انتخاب کادوی تولدش کمک","ازتون برای انتخاب کادوی تولدش کمک بگیرم کدومشو انتخاب کنم"
"s09e11c05t|47","()","[21, 22]","","کنم"
"s09e11c05t|60","()","[3, 4]","","میتونی"
"s09e11c05t|64","()","[2, 3]","","گفتم"
"s09e11c05t|68","()","[5, 6]","","میدونی"
"s09e11c05t|70","()","[5, 6]","","میدونی"
"s09e11c05t|80","()","[18, 19]","","نکنم"
"s09e11c05t|82","[20, 21]","[19, 21]","فیلارمونیک","اوکستر فیلارمونیک"
"s09e11c05t|86","[2, 3]","[1, 3]","چیز","یه چیز"
"s09e11c05t|90","[5, 6]","[4, 6]","ژاکت","بافتن ژاکت"
"s09e11c05t|104","()","[0, 1]","","میتونه"
"s09e11c05t|124","[12, 13]","[12, 14]","پرنده","پرنده ها"
"s09e11c05t|137","()","[1, 2]","","بکنمش"
"s09e11c06t|1","()","[0, 1]","","نظرت"
"s09e11c06t|7","()","[5, 6]","","دیدی"
"s09e11c06t|12","()","[0, 1]","","انگار"
"s09e11c06t|14","()","[3, 4]","","پدربزگت"
"s09e11c06t|16","()","[16, 17]","","میاره"
"s09e11c06t|23","()","[2, 3]","","نیست"
"s09e11c06t|25","()","[4, 5]","","استارت"
"s09e11c06t|27","[8, 9]","[8, 10]","برنامه","برنامه ای"
"s09e11c06t|28","[6, 7]","[6, 8]","پنج","پنج شنبه"
"s09e11c06t|29","()","[0, 1]","","دکترم"
"s09e11c06t|31","()","[0, 1]","","دکترم"
"s09e11c06t|34","[4, 5]","()","تحرکاتمه",""
"s09e11c06t|36","[4, 5]","()","تحرکاتمه",""
"s09e11c06t|40","()","[2, 4]","","بچه ها"
"s09e11c06t|57","()","[10, 11]","","میاره"
"s09e11c07t|1","()","[18, 19]","","کنیم"
"s09e11c07t|5","()","[18, 19]","","کنیم"
"s09e11c07t|25","()","[4, 5]","","میده"
"s09e11c07t|28","[7, 12]","[7, 13]","سایت جشنواره پشم و گوسفند","سایت جشنواره پشم و گوسفند رو"
"s09e11c07t|29","()","[19, 20]","","مونده"
"s09e11c07t|39","[3, 4]","[5, 6]","میکنی","ای"
"s09e11c07t|46","()","[13, 14]","","دارم"
"s09e11c07t|48","()","[14, 15]","","نشونش"
"s09e11c07t|50","[17, 18]","[18, 19]","برام","مهمه"
"s09e11c08t|5","()","[3, 4]","","تولدتو"
"s09e11c08t|9","()","[2, 3]","","میخواید"
"s09e11c08t|11","()","[0, 1]","","شنیدم"
"s09e11c08t|16","()","[5, 6]","","میتونیم"
"s09e11c08t|22","[7, 9]","[7, 11]","پشمای اونجات","پشمای اونجات رو بزنیم"
"s09e11c08t|25","[3, 4]","[3, 7]","پشمامو","پشمامو واسه تولدم بزنم"
"s09e11c08t|31","()","[2, 3]","","نمیدونم"
"s09e11c08t|33","()","[6, 7]","","بود"
"s09e11c08t|36","()","[1, 2]","","کنم"
"s09e11c08t|49","()","[20, 21]","","بتونیم"
"s09e11c08t|52","()","[21, 22]","","جوابشو"
"s09e11c08t|58","()","[13, 14]","","باشی"
"s09e11c08t|60","[4, 11]","[4, 12]","هر سورپرایزی که فردا شب ممکنه اتفاق","هر سورپرایزی که فردا شب ممکنه اتفاق بیافته"
"s09e11c08t|73","()","[14, 15]","","ست"
"s09e11c08t|75","()","[0, 1]","","ببند"
"s09e11c08t|78","[1, 2]","[2, 3]","اون","فکــــو"
"s09e11c08t|80","()","[4, 5]","","شنیدی"
"s09e11c08t|82","()","[6, 7]","","گفته"
"s09e11c08t|85","()","[0, 1]","","گفته"
"s09e11c08t|87","()","[1, 2]","","میخواد"
"s09e11c08t|92","()","[10, 11]","","مهمی"
"s09e11c08t|100","()","[4, 5]","","نمیشه"
"s09e11c08t|111","()","[6, 7]","","میدونیم"
"s09e11c08t|116","()","[1, 2]","","میدونم"
"s09e11c08t|123","[6, 7]","[7, 8]","پشمامو","بتراشیم"
"s09e11c09t|0","()","[6, 7]","","نیست"
"s09e11c09t|1","[3, 6]","[2, 6]","خواب انجی دیکنسون","اتاق خواب انجی دیکنسون"
"s09e11c09t|2","()","[0, 1]","","برگشتی"
"s09e11c09t|4","[0, 1]","[0, 8]","خب-خب","خب-خب ، به نظر نمیرسه دست خودم باشه"
"s09e11c09t|5","()","[7, 8]","","باشه"
"s09e11c09t|10","()","[1, 2]","","کنم"
"s09e11c09t|12","()","[2, 3]","","اینجایی"
"s09e11c09t|14","()","[6, 7]","","گرفتم"
"s09e11c09t|16","()","[9, 10]","","دخترم"
"s09e11c09t|19","()","[19, 20]","","نکردم"
"s09e11c09t|25","()","[9, 10]","","داشت"
"s09e11c09t|27","()","[2, 3]","","میتونی"
"s09e11c09t|32","[10, 12]","[10, 13]","یه زن","یه زن رو"
"s09e11c09t|35","[11, 12]","[11, 13]","زن","زن رو"
"s09e11c09t|36","[7, 8]","[7, 9]","لباسهای","لباسهای پایین"
"s09e11c09t|43","()","[3, 4]","","من"
"s09e11c09t|46","()","[7, 8]","","میدونم"
"s09e11c09t|53","[8, 9]","[8, 10]","بچه","بچه های"
"s09e11c09t|54","()","[11, 12]","","اونجاهاشونو"
"s09e11c09t|58","()","[3, 4]","","میگن"
"s09e11c09t|65","()","[9, 10]","","میخوای"
"s09e11c09t|75","()","[11, 12]","","بشم"
"s09e11c09t|83","()","[10, 11]","","نمیاد"
"s09e11c09t|94","[3, 4]","()","میرسونه",""
"s09e11c09t|96","()","[6, 7]","","میگی"
"s09e11c09t|98","()","[9, 10]","","کنم"
"s09e11c10t|1","[1, 2]","[1, 3]","شب","شب عشقه"
"s09e11c10t|8","()","[0, 1]","","بریم"
"s09e11c10t|12","()","[0, 1]","","بریم"
"s09e11c10t|26","()","[1, 2]","","باورم"
"s09e11c10t|44","()","[0, 1]","","بشناسیشون"
"s09e11c10t|48","()","[5, 6]","","بهشون"
"s09e11c11t|5","()","[1, 2]","","،"
"s09e11c11t|8","()","[3, 4]","","راهه"
"s09e11c11t|12","()","[6, 7]","","بدرک"
"s09e11c11t|13","()","[9, 10]","","میدارم"
"s09e11c11t|15","()","[8, 9]","","نگه"
"s09e11c11t|17","()","[4, 5]","","میکنن"
"s09e11c11t|18","[1, 2]","[1, 3]","بچه","بچه ها"
"s09e11c11t|28","()","[4, 5]","","بودم"
"s09e11c11t|30","[2, 3]","[2, 4]","ستار","ستار ترک"
"s09e11c11t|31","()","[9, 10]","","پوشیدم"
"s09e11c11t|34","[0, 3]","[0, 2]","استار ترک بوگندو","استار ترک"
"s09e11c11t|36","()","[2, 3]","","بمکش"
"s01e14c14f|6","()","[1, 2]","","کردی"
"s01e14c14f|8","()","[5, 6]","","خورم"
"s01e14c14f|14","()","[1, 2]","","نکنم"
"s01e14c14f|16","()","[5, 6]","","باشه"
"s01e14c14f|20","()","[6, 7]","","ژاکتش"
"s01e14c14f|27","()","[19, 20]","","داشتم"
"s01e14c14f|34","()","[0, 1]","","میدونی"
"s01e14c14f|42","[12, 13]","()","یه",""
"s01e14c14f|47","()","[0, 1]","","ببخشید"
"s01e14c14f|49","()","[4, 5]","","نبود"
"s01e14c14f|52","()","[10, 11]","","میدونی"
"s01e14c14f|57","()","[24, 25]","","مجبورم"
"s01e14c14f|59","()","[26, 27]","","منظورم"
"s01e14c14f|67","()","[43, 45]","","عالیه ..."
"s01e14c14f|77","()","[58, 59]","","راحته"
"s01e14c14f|78","()","[64, 65]","","نیست"
"s01e14c14f|81","()","[63, 64]","","لازم"
"s01e14c14f|83","()","[67, 68]","","فهمم"
"s01e14c14f|85","()","[69, 70]","","فهمی"
"s01e14c14f|89","()","[88, 89]","","بدیم"
"s01e14c14f|100","[84, 110]","[82, 88]","دیگه به هم فرصت بدیم . می دونم میخوای بگی که من لزبینم ولی چی میگی اگه اینو واسه چند وقت بذاریم کنار بیا یه میخ","یه بار دیگه به هم فرصت"
"s01e14c14f|101","()","[91, 92]","","دونم"
"s01e14c14f|104","()","[92, 93]","","میخوای"
"s01e14c14f|111","()","[99, 100]","","میگی"
"s01e14c14f|113","[12, 13]","[105, 106]","ما","بذاریم"
"s01e14c14f|116","[127, 128]","[101, 103]","اینو","اینو واسه"
"s01e14c14f|119","()","[111, 112]","","کنیم"
"s01e14c14f|127","()","[124, 125]","","دونی"
"s01e14c14f|129","()","[126, 127]","","نمیتونی"
"s01e14c14f|142","()","[150, 151]","","اونو"
"s01e14c14f|143","()","[159, 160]","","هست"
"s01e14c14f|144","[157, 158]","[156, 158]","چیزی","یه چیزی"
"s01e14c14f|153","()","[10, 11]","","یادته"
"s01e14c14f|155","[0, 7]","[0, 10]","اون چیزی رو که یه میخ فرو","اون چیزی رو که یه میخ فرو کردیم توش رو"
"s01e14c14f|157","[5, 6]","[5, 9]","میخ","میخ فرو کردیم توش"
"s01e14c14f|158","()","[8, 9]","","توش"
"s01e14c14f|160","()","[12, 13]","","وقتشه"
"s01e14c14f|168","()","[24, 25]","","مطمئنم"
"s01e14c14f|175","()","[3, 4]","","آسونه"
"s01e14c14f|178","()","[4, 5]","","تو"
"s01e14c14f|186","[5, 12]","[5, 13]","یه زنه که از مرد ها خوشش","یه زنه که از مرد ها خوشش بیاد"
"s01e14c14f|190","[9, 10]","[9, 11]","مرد","مرد ها"
"s01e14c14f|193","()","[1, 2]","","یکی"
"s01e14c15f|7","()","[6, 7]","","میارید"
"s01e14c15f|9","[1, 2]","[1, 3]","ماشین","ماشین آتش"
"s01e14c15f|19","()","[2, 3]","","دیدید"
"s01e14c15f|21","[4, 5]","[4, 7]","مراسم","مراسم کار خودشو"
"s01e14c15f|22","[0, 1]","()","چه",""
"s01e14c15f|28","[1, 4]","[1, 3]","آتش نشانای خوبی","آتش نشانای"
"s09e11c12t|15","()","[11, 12]","","رفت"
"s09e11c12t|19","()","[15, 16]","","دنبالش"
"s09e11c12t|22","[0, 1]","()","طوری",""
"s09e11c12t|23","()","[4, 5]","","تو"
"s09e11c12t|27","()","[6, 7]","","برم"
"s09e11c12t|38","()","[1, 2]","","ترسناکه"
"s09e11c12t|40","()","[0, 1]","","میتونم"
"s09e11c12t|42","()","[1, 2]","","عوضش"
"s09e11c12t|53","()","[3, 4]","","داری"
"s09e11c12t|58","()","[1, 2]","","کردم"
"s09e11c12t|60","()","[2, 3]","","میتونم"
"s09e11c12t|69","[17, 18]","[12, 13]","کنیم","میتونیم"
"s09e11c12t|74","()","[5, 6]","","میاد"
"s09e11c12t|75","()","[10, 11]","","نیستم"
"s09e11c12t|77","()","[12, 13]","","کردم"
"s09e11c12t|82","[15, 16]","[15, 17]","کادوها","کادوها رو"
"s09e11c12t|83","()","[9, 10]","","بگم"
"s09e11c12t|87","[7, 8]","[6, 8]","چیزی","یه چیزی"
"s09e11c12t|92","[3, 4]","[5, 6]","اینکه","بدی"
"s09e11c12t|94","[4, 5]","()","بهم",""
"s09e11c12t|96","()","[4, 5]","","بهم"
"s09e11c12t|98","()","[0, 1]","","میتونم"
"s09e11c12t|103","()","[9, 10]","","بدم"
"s09e11c12t|105","()","[7, 8]","","اینکه"
"s09e11c12t|123","()","[2, 3]","","میدونم"
"s09e11c12t|127","[4, 5]","()","تولدم",""
"s09e11c12t|136","()","[1, 2]","","نیست"
"s09e11c12t|138","()","[3, 4]","","متاسفم"
"s09e11c12t|141","[6, 10]","()","یه جامعه ارتباط مستقیمه",""
"s09e11c12t|146","()","[0, 1]","","میدونی"
"s09e11c13t|3","()","[8, 9]","","اومدی"
"s09e11c13t|5","()","[1, 2]","","دارم"
"s09e11c13t|12","()","[17, 18]","","میکنه"
"s09e11c13t|13","()","[15, 16]","","زندگیشونو"
"s09e11c13t|18","()","[1, 2]","","شنیدی"
"s09e11c13t|24","()","[6, 7]","","بده"
"s09e11c13t|32","()","[1, 2]","","میگم"
"s09e11c13t|46","()","[17, 18]","","زندیگت"
"s09e11c13t|54","()","[6, 7]","","میایم"
"s09e11c13t|59","()","[9, 10]","","میبینمش"
"s09e11c14t|8","()","[7, 8]","","خورده"
"s09e11c14t|12","[0, 1]","[1, 2]","امسال","بوده"
"s09e11c14t|17","[3, 4]","[3, 7]","دل","دل و روده های"
"s09e11c14t|32","()","[22, 23]","","نکرد"
"s09e11c15t|0","[3, 4]","()","بیام",""
"s09e11c15t|14","[1, 5]","[3, 5]","خیلی منتظره این لحظه","این لحظه"
"s09e11c15t|17","()","[11, 12]","","تصورش"
"s09e11c15t|20","()","[10, 11]","","ذهنم"
"s09e11c15t|22","()","[13, 14]","","نمیدونم"
"s09e11c15t|28","()","[5, 6]","","میتونیم"
"s09e11c16t|16","()","[3, 4]","","ذهنمون"
"s09e11c16t|33","()","[3, 4]","","مون"
"s09e11c16t|38","[2, 3]","[2, 4]","همه","همه مون"
"s09e11c16t|61","()","[10, 11]","","بردم"
"s09e11c16t|65","()","[2, 3]","","بعدیتم"
"s09e11c16t|67","()","[2, 3]","","بعدیتم"
"s09e11c17t|3","()","[8, 9]","","میکردم"
"s09e11c17t|7","()","[1, 2]","","نکنم"
"s09e11c17t|9","()","[2, 3]","","بتونم"
"s09e12c00t|0","()","[0, 1]","","خوشحالم"
"s09e12c00t|5","()","[6, 7]","","نیست"
"s09e12c00t|9","()","[15, 16]","","تونم"
"s09e12c00t|11","()","[27, 28]","","توش"
"s09e12c00t|29","[27, 28]","[27, 34]","بهترین","بهترین گزینه ‌ ها رو برای خرید"
"s09e12c00t|38","[6, 10]","[6, 11]","یه "" بهترین خرید","یه "" بهترین خرید """
"s09e12c00t|41","()","[5, 6]","","ـه"
"s09e12c00t|46","[7, 8]","[7, 9]","اونایی","اونایی که"
"s09e12c00t|48","[10, 12]","[10, 13]",""" چیپولتله",""" چیپولتله """
"s09e12c00t|49","()","[9, 10]","","کنم"
"s09e12c00t|52","()","[0, 1]","","ممنون"
"s09e12c00t|61","()","[2, 3]","","خوشحالم"
"s09e12c00t|63","()","[5, 6]","","نیستی"
"s09e12c00t|65","()","[12, 13]","","دونی"
"s09e12c00t|68","()","[5, 6]","","بگم"
"s09e12c00t|72","[13, 14]","[7, 8]","چی","چی"
"s09e12c00t|89","()","[22, 23]","","کنه"
"s09e12c00t|102","[15, 17]","[15, 19]","از کمک","از کمک ‌ ـت"
"s09e12c00t|103","[16, 17]","()","کمک",""
"s09e12c00t|104","()","[2, 3]","","ـه"
"s09e12c00t|111","[5, 6]","[3, 6]","هفته","برای آخر هفته"
"s09e12c00t|120","[3, 4]","()","بیشتر",""
"s09e12c00t|125","()","[7, 8]","","رسه"
"s09e12c00t|126","()","[11, 12]","","داریم"
"s09e12c00t|137","()","[12, 13]","","اینکه"
"s09e12c00t|138","[18, 19]","[18, 21]","داده","داده ‌ های"
"s09e12c00t|139","[14, 15]","[14, 17]","ساعت","ساعت ‌ ها"
"s09e12c00t|141","[14, 15]","[8, 9]","ـش","این"
"s09e12c01t|5","()","[2, 3]","","امیدوارم"
"s09e12c01t|11","[10, 28]","[9, 30]","هفته ‌ ام اینکه برم اتاق تلسکوپ از حدود سه ‌ دقیقه پیش ، دارم براش لحظه ‌","آخر هفته ‌ ام اینکه برم اتاق تلسکوپ از حدود سه ‌ دقیقه پیش ، دارم براش لحظه ‌ شماری میکنم"
"s09e12c01t|12","[15, 28]","[15, 30]","اتاق تلسکوپ از حدود سه ‌ دقیقه پیش ، دارم براش لحظه ‌","اتاق تلسکوپ از حدود سه ‌ دقیقه پیش ، دارم براش لحظه ‌ شماری میکنم"
"s09e12c01t|13","()","[24, 25]","","دارم"
"s09e12c01t|15","[18, 22]","[17, 23]","حدود سه ‌ دقیقه","از حدود سه ‌ دقیقه پیش"
"s09e12c01t|18","()","[7, 8]","","بود"
"s09e12c01t|20","()","[10, 11]","","هست"
"s09e12c01t|25","[16, 17]","[16, 21]","فروشنده","فروشنده شرکتی دارویی ‌ ای"
"s09e12c01t|26","()","[26, 27]","","دنبالشم"
"s09e12c01t|28","[24, 25]","[23, 25]","ماه","چند ماه"
"s09e12c01t|42","()","[3, 4]","","هست"
"s09e12c01t|44","[0, 2]","[0, 3]","روان ‌","روان ‌ شناس"
"s09e12c01t|50","()","[15, 16]","","تونی"
"s09e12c01t|70","[3, 8]","[1, 9]","الکی از یه روان ‌","یه وقت الکی از یه روان ‌ شناس"
"s09e12c01t|71","[5, 8]","[5, 9]","یه روان ‌","یه روان ‌ شناس"
"s09e12c01t|74","()","[13, 14]","","بگم"
"s09e12c01t|76","()","[14, 15]","","مشکلم"
"s09e12c01t|92","()","[4, 5]","","رفتنم"
"s09e12c01t|98","()","[2, 3]","","تونی"
"s09e12c01t|102","[9, 10]","[11, 13]","بحث","اون سمت"
"s09e12c01t|103","()","[17, 18]","","تونی"
"s09e12c01t|105","()","[25, 26]","","شنیده"
"s09e12c01t|113","[0, 2]","[0, 5]","عدم اعتماد","عدم اعتماد به ‌ نفس"
"s09e12c01t|114","[1, 2]","[1, 5]","اعتماد","اعتماد به ‌ نفس"
"s09e12c01t|115","[5, 6]","[3, 6]","ننه","بچه ‌ ننه"
"s09e12c01t|116","()","[2, 3]","","میرم"
"s09e12c01t|123","()","[17, 18]","","دارم"
"s09e12c01t|132","[0, 1]","()","هنوزشیرنخریده",""
"s09e12c01t|133","()","[12, 13]","","گفتم"
"s09e12c02t|0","()","[1, 2]","","بود"
"s09e12c02t|13","()","[19, 20]","","کنه"
"s09e12c02t|18","()","[6, 7]","","دارین"
"s09e12c02t|21","[1, 3]","[0, 3]","‌ ها","بچه ‌ ها"
"s09e12c02t|33","()","[2, 3]","","تونم"
"s09e12c02t|35","()","[0, 1]","","بفرستم"
"s09e12c02t|39","()","[5, 6]","","نیست"
"s09e12c02t|44","[2, 3]","[4, 5]","می","دونم"
"s09e12c02t|46","[7, 8]","[7, 10]","دکوراسیون","دکوراسیون خونه رو"
"s09e12c02t|62","()","[1, 2]","","کردم"
"s09e12c02t|67","()","[3, 4]","","داری"
"s09e12c02t|71","[4, 6]","[4, 7]","یه جای","یه جای جدید"
"s09e12c02t|73","[12, 14]","[11, 15]","چند روز","توی چند روز آینده"
"s09e12c02t|77","()","[3, 4]","","بابت"
"s09e12c02t|80","()","[8, 11]","","بچه ‌ ها"
"s09e12c02t|83","[4, 5]","[4, 7]","همه","همه ‌ چی"
"s09e12c02t|87","()","[12, 13]","","ممنونم"
"s09e12c03t|5","()","[5, 6]","","کنی"
"s09e12c03t|12","()","[1, 2]","","دارم"
"s09e12c03t|16","[13, 14]","[12, 14]","سفید","نور سفید"
"s09e12c03t|17","()","[21, 22]","","تو"
"s09e12c03t|24","[11, 16]","[11, 17]","کاری بهم بده که مشغول","کاری بهم بده که مشغول بشم"
"s09e12c03t|25","[11, 12]","[9, 12]","کاری","یه ‌ کاری"
"s09e12c03t|26","()","[19, 20]","","دونی"
"s09e12c03t|28","()","[21, 22]","","پدرم"
"s09e12c03t|35","()","[32, 33]","","فهمیدم"
"s09e12c03t|43","()","[41, 42]","","پدرم"
"s09e12c03t|50","[55, 58]","[55, 59]","آقای "" هنکلی","آقای "" هنکلی """
"s09e12c03t|53","[60, 63]","[60, 64]","یه دونه بستنی","یه دونه بستنی چوبی"
"s09e12c03t|54","()","[4, 5]","","خوای"
"s09e12c03t|56","[6, 8]","[5, 8]","کاری بکنی","یه کاری بکنی"
"s09e12c03t|58","[6, 7]","[5, 7]","کاری","یه کاری"
"s09e12c03t|60","[42, 43]","[18, 19]","موجودـه","شدن"
"s09e12c03t|64","[9, 18]","()","اینجا داده ‌ های مربوط به شش ماه ذخیره",""
"s09e12c03t|69","()","[27, 28]","","ببینی"
"s09e12c03t|71","[28, 37]","[28, 39]","هیچ الگوی تکرار شونده ‌ ای یا چیز غیرعادی","هیچ الگوی تکرار شونده ‌ ای یا چیز غیرعادی ‌ ای"
"s09e12c03t|72","()","[5, 6]","","رم"
"s09e12c03t|75","()","[8, 9]","","کار"
"s09e12c03t|76","[12, 30]","[12, 33]","یه هندی داره کارهای کامپیوتری ‌ ـش رو برون ‌ سپاری می ‌ کنه و به یه سفیدپوست","یه هندی داره کارهای کامپیوتری ‌ ـش رو برون ‌ سپاری می ‌ کنه و به یه سفیدپوست می ‌ ده"
"s09e12c03t|81","[5, 6]","[4, 6]","کاری","هر کاری"
"s09e12c03t|88","()","[2, 3]","","نکردی"
"s09e12c03t|90","()","[8, 9]","","اونجاست"
"s09e12c03t|97","[4, 5]","[3, 5]","چیزی","یه چیزی"
"s09e12c03t|101","()","[7, 8]","","پیداش"
"s09e12c03t|103","()","[1, 2]","","نبود"
"s09e12c03t|104","()","[4, 5]","","دونی"
"s09e12c03t|108","()","[12, 13]","","داده"
"s09e12c03t|110","()","[25, 26]","","گیرن"
"s09e12c03t|112","[16, 19]","[17, 21]","دوتا عدد اول","عدد اول دوقولو کنار"
"s09e12c03t|114","()","[29, 30]","","هستن"
"s09e12c03t|123","()","[8, 9]","","دونی"
"s09e12c03t|130","()","[28, 29]","","که"
"s09e12c04t|10","()","[4, 5]","","کنجکاوم"
"s09e12c04t|19","()","[1, 2]","","مادرم"
"s09e12c04t|21","()","[7, 8]","","شناسی"
"s09e12c04t|25","()","[13, 14]","","خوندم"
"s09e12c04t|27","[6, 12]","[6, 13]","همه ‌ ی کتاب ‌ هاش","همه ‌ ی کتاب ‌ هاش رو"
"s09e12c04t|28","[6, 7]","[6, 9]","همه","همه ‌ ی"
"s09e12c04t|29","[9, 12]","[9, 13]","کتاب ‌ هاش","کتاب ‌ هاش رو"
"s09e12c04t|32","()","[8, 9]","","شناسی"
"s09e12c04t|40","[3, 4]","[3, 5]","این","این طور"
"s09e12c04t|41","()","[12, 13]","","تونم"
"s09e12c04t|45","()","[24, 25]","","نیستم"
"s09e12c04t|47","()","[17, 18]","","نظریاتش"
"s09e12c04t|59","()","[4, 5]","","خوامبگمکه"
"s09e12c04t|61","()","[4, 5]","","خوامبگمکه"
"s09e12c04t|67","()","[19, 20]","","بنویسش"
"s09e12c04t|72","[2, 6]","[1, 6]","دست مادرت خیلی عصبانی","از دست مادرت خیلی عصبانی"
"s09e12c04t|73","[2, 6]","[1, 6]","دست مادرت خیلی عصبانی","از دست مادرت خیلی عصبانی"
"s09e12c04t|79","[2, 5]","[2, 6]","خیلی از مسائلم","خیلی از مسائلم رو"
"s09e12c04t|80","[4, 5]","[4, 6]","مسائلم","مسائلم رو"
"s09e12c04t|82","()","[9, 10]","","بهترم"
"s09e12c04t|87","()","[2, 3]","","دونی"
"s09e12c04t|93","()","[7, 8]","","تولدم"
"s09e12c04t|101","[0, 1]","[5, 6]","واقعا","ـست"
"s09e12c04t|103","()","[12, 13]","","فرستم"
"s09e12c04t|107","[5, 9]","[5, 10]","هر سال براش کارت","هر سال براش کارت تبریک"
"s09e12c04t|109","[14, 18]","[14, 19]","یه مقدار پول داخل","یه مقدار پول داخل پاکت"
"s09e12c04t|110","()","[18, 19]","","پاکت"
"s09e12c05t|0","()","[2, 3]","","دونی"
"s09e12c05t|6","[8, 9]","[8, 10]","تنها","تنها شدیم"
"s09e12c05t|9","[23, 24]","[13, 14]","کنیم","تونیم"
"s09e12c05t|12","[15, 17]","[15, 20]","تمام اتاق","تمام اتاق ‌ های خونه"
"s09e12c05t|16","()","[5, 6]","","تونم"
"s09e12c05t|20","[7, 8]","[6, 11]","رخت","ماشین رخت ‌ شویی رو"
"s09e12c05t|22","()","[10, 11]","","خواستین"
"s09e12c05t|27","()","[18, 20]","","کمک کنم"
"s09e12c05t|31","()","[25, 26]","","باشم"
"s09e12c05t|38","()","[3, 4]","","شد"
"s09e12c05t|39","[2, 3]","[3, 4]","تموم","شد"
"s09e12c05t|48","[13, 15]","[13, 19]","اوضاع دیوونه","اوضاع دیوونه ‌ کننده ‌ ای"
"s09e12c05t|49","()","[23, 24]","","بینمت"
"s09e12c05t|51","()","[0, 1]","","ولش"
"s09e12c05t|53","()","[3, 4]","","داره"
"s09e12c05t|56","()","[15, 16]","","خوشحاله"
"s09e12c05t|59","()","[4, 5]","","دونم"
"s09e12c05t|61","()","[6, 7]","","داره"
"s09e12c05t|63","()","[5, 6]","","دوستم"
"s09e12c05t|65","()","[2, 3]","","داره"
"s09e12c05t|70","()","[8, 9]","","بده"
"s09e12c05t|75","()","[4, 5]","","تونم"
"s09e12c05t|80","[9, 10]","[9, 13]","شما","شما بچه ‌ ها"
"s09e12c05t|87","()","[0, 1]","","رفت"
"s09e12c06t|4","()","[17, 18]","","ش"
"s09e12c06t|20","()","[4, 5]","","باشه"
"s09e12c06t|24","()","[4, 5]","","باشه"
"s09e12c06t|28","()","[5, 6]","","جدیده"
"s09e12c06t|32","()","[4, 5]","","میتونه"
"s09e12c06t|36","()","[14, 15]","","باشه"
